id,lower,upper,pred
te0,348462.90230712504,610107.4815435144,479285.1919253197
te1,340544.17144233483,596242.9441337907,468393.5577880627
te2,159216.3850255821,278764.56014478364,218990.47258518287
te3,112771.17531285276,197445.80357132593,155108.48944208934
te4,267585.7755388012,468503.48352708435,368044.6295329428
te5,451422.7162717611,790375.0290564724,620898.8726641167
te6,307018.2281672334,537543.9300277929,422281.07909751317
te7,479437.8899010232,839425.493007693,659431.691454358
te8,331675.7505283449,580715.6386063477,456195.6945673463
te9,306257.49570368207,536211.9989545201,421234.7473291011
te10,411365.1054903224,720240.0222345017,565802.563862412
te11,189622.80162055456,332001.7401392586,260812.27087990657
te12,362125.308386246,634028.3526307057,498076.83050847583
te13,197774.48054991144,346274.1354760737,272024.30801299255
te14,251785.7439662796,440839.9434279922,346312.8436971359
te15,171334.89380888554,299982.29329483275,235658.5935518591
te16,212833.52404367505,372640.3140265142,292736.9190350946
te17,166520.74674324485,291553.4272016226,229037.0869724337
te18,147171.7126750598,257676.1037692548,202423.9082221573
te19,408555.91838748124,715321.5472486384,561938.7328180597
te20,184035.2119161577,322218.68931841856,253126.95061728812
te21,356284.1163359746,623801.2812626837,490042.6987993291
te22,320553.91571535234,561242.9355353124,440898.42562533234
te23,318772.7551104093,558124.3843101705,438448.5697102899
te24,189023.0000053739,330951.57540022687,259987.2877028004
te25,299141.3562755207,523752.6815463172,411447.0189109189
te26,191853.60250089166,335907.54560066166,263880.57405077666
te27,279859.77492001053,489993.45792997256,384926.6164249915
te28,191884.03757590574,335960.83295734867,263922.4352666272
te29,474343.0582173204,830505.1892770757,652424.123747198
te30,254496.02596817623,445585.2500747022,350040.6380214392
te31,241684.93324805296,423154.90393585863,332419.9185919558
te32,273622.57927695377,479073.04229753435,376347.81078724406
te33,202551.7476772627,354638.4302013699,278595.0889393163
te34,331327.19448347867,580105.3680458314,455716.281264655
te35,334268.225791657,585254.6829160607,459761.45435385883
te36,197495.4164752103,345785.5351726327,271640.4758239215
te37,245914.60348170495,430560.43673986016,338237.5201107825
te38,223796.03535439158,391834.0649907952,307815.0501725934
te39,330682.94524950534,578977.3820392195,454830.1636443624
te40,194466.2388558749,340481.88902767864,267474.06394177675
te41,338180.3002306665,592104.1520210708,465142.2261258686
te42,251353.7957401108,440083.6653775019,345718.73055880633
te43,184492.72762384935,323019.732282643,253756.22995324613
te44,267080.3427101835,467618.5447054317,367349.4437078076
te45,277913.52456308773,486585.8587397759,382249.6916514318
te46,259178.8923828122,453784.26298460487,356481.5776837085
te47,179328.68321488998,313978.24721186724,246653.4652133786
te48,325146.64111222257,569284.1247315033,447215.38292186294
te49,179551.9194302765,314369.1011141249,246960.51027220066
te50,290834.67905052885,509208.9069058022,400021.7929781655
te51,149756.2622559267,262201.27137035935,205978.766813143
te52,270745.0708773488,474034.94673218206,372390.0088047654
te53,537437.3880162277,940974.1155197879,739205.7517680078
te54,162878.72390218973,285176.77887387126,224027.75138803048
te55,531574.2265620828,930708.5789447679,731141.4027534253
te56,234724.98445136554,410969.0534366965,322847.018944031
te57,305925.8121720246,535631.2696922969,420778.54093216074
te58,286667.81678003335,501913.3416420139,394290.57921102364
te59,183450.78599477577,321195.44516622234,252323.11558049903
te60,277450.4482318231,485775.0799384754,381612.7640851492
te61,378736.86833347223,663112.7600003568,520924.8141669145
te62,232977.62521969367,407909.683463225,320443.65434145933
te63,414294.33641409624,725368.6763607534,569831.5063874248
te64,216403.87239785137,378891.47083022946,297647.6716140404
te65,232604.96452336723,407257.2091900653,319931.08685671625
te66,207775.77134969912,363784.9301737106,285780.35076170485
te67,233982.89364167902,409669.7611677726,321826.3274047258
te68,374251.8866873883,655260.2143240614,514756.0505057248
te69,242866.21819241124,425223.1607793159,334044.68948586355
te70,287811.3368180007,503915.4776680862,395863.4072430434
te71,269117.43157263915,471185.1888082169,370151.310190428
te72,172696.52254571472,302366.3056930649,237531.41411938978
te73,155339.04090055844,271975.898730517,213657.4698155377
te74,122056.54672243142,213703.12832063643,167879.83752153392
te75,197896.89398871126,346488.4634701263,272192.6787294188
te76,207632.39208469065,363533.8940900968,285583.1430873937
te77,108939.52409455708,190737.14374134174,149838.3339179494
te78,146563.33941417912,256610.93133460873,201587.13537439393
te79,291977.230131706,511209.3464305164,401593.28828111116
te80,236432.71126842257,413959.0328595295,325195.872063976
te81,251034.0964770493,439523.9188135309,345279.00764529005
te82,148817.15210893145,260557.02711112323,204687.08961002732
te83,221159.66024783775,387218.15848822606,304188.9093680319
te84,377128.77338766766,660297.2213849922,518712.9973863299
te85,265376.3422334631,464635.08955850586,365005.71589598444
te86,246791.81646581707,432096.3081367017,339444.0623012594
te87,507750.1173181284,888996.0546140271,698373.0859660777
te88,495394.06406245765,867362.415900341,681378.2399813993
te89,285723.6854866645,500260.30609122803,392991.9957889462
te90,270851.9906035257,474222.1475057314,372537.06905462855
te91,415461.8473763182,727412.8169797965,571437.3321780573
te92,173608.75525724902,303963.4915011692,238786.1233792091
te93,161698.08604327517,283109.6549822083,222403.8705127417
te94,184416.7021301831,322886.6227832767,253651.66245672991
te95,430790.30260931613,754250.6960086359,592520.499308976
te96,190271.82005686357,333138.0763203273,261704.94818859542
te97,292791.62466552726,512635.2319257091,402713.42829561816
te98,220996.24259596533,386932.03812544566,303964.1403607055
te99,110499.89339710234,193469.12174861506,151984.50757285868
te100,196674.8545617776,344348.85149944876,270511.85303061316
te101,402254.12497233384,704288.0303828045,553271.0776775691
te102,120172.011149546,210403.5826741994,165287.7969118727
te103,197150.63149889666,345181.867200576,271166.2493497363
te104,135635.10392935667,237477.19231901894,186556.1481241878
te105,161977.43963002393,283598.7621788223,222788.1009044231
te106,152068.7325685796,266250.0680406956,209159.40030463762
te107,174089.67676859803,304805.51459793677,239447.5956832674
te108,430836.63287980214,754331.8135234654,592584.2232016338
te109,174797.306274208,306044.4701730501,240420.88822362904
te110,361454.7987177899,632854.3884512655,497154.59358452767
te111,192512.61611860275,337061.3818797678,264786.9989991853
te112,149359.4059162243,261506.43407104473,205432.9199936345
te113,188691.099209446,330370.4657401019,259530.78247477394
te114,252551.52878461446,442180.72043416766,347366.12460939103
te115,412654.0367038698,722496.7519218621,567575.3943128659
te116,141570.19801393314,247868.67238960983,194719.43520177147
te117,191008.20158164736,334427.3724679702,262717.78702480876
te118,256955.45325631183,449891.34687544947,353423.4000658806
te119,390501.1311828252,683710.2604278446,537105.6958053348
te120,224860.4473938768,393697.6945032492,309279.070948563
te121,422652.622881015,740002.8112215613,581327.7170512881
te122,450673.93262123864,789064.0186039491,619868.9756125938
te123,287859.9544385597,504000.5999977274,395930.2772181435
te124,285202.3548280135,499347.53249870194,392274.9436633577
te125,415450.38875757385,727392.7546174108,571421.5716874923
te126,125816.98300574422,220287.10123461598,173052.0421201801
te127,132620.23892824058,232198.60547133366,182409.4221997871
te128,322287.42008484213,564278.0476752609,443282.7338800515
te129,312565.8612729632,547257.022699222,429911.44198609254
te130,257256.240611736,450417.9814603162,353837.1110360261
te131,244718.73526579246,428466.64672480355,336592.690995298
te132,350113.4518701563,612997.3519727523,481555.40192145423
te133,557730.8056574919,976504.9162077477,767117.8609326198
te134,417925.6741360117,731726.6166105855,574826.1453732986
te135,458118.26770769217,802097.9585191918,630108.113113442
te136,268668.748373372,470399.61027201306,369534.1793226925
te137,262616.57793263113,459803.1466570195,361209.8622948253
te138,228602.62900291607,400249.70615743997,314426.167580178
te139,332162.8976775611,581568.5618827757,456865.7297801684
te140,121354.20520854856,212473.43124418592,166913.81822636724
te141,175312.18383165827,306945.9453309491,241129.06458130365
te142,144380.4367000448,252788.988543691,198584.7126218679
te143,209399.1036747941,366627.14720747387,288013.125441134
te144,416246.0865878975,728785.904924414,572515.9957561557
te145,224501.25916057112,393068.8085387139,308785.0338496425
te146,205972.6075892793,360627.85464745946,283300.2311183694
te147,151644.80240732263,265507.8284469759,208576.31542714924
te148,142247.40719686582,249054.3664372162,195650.886817041
te149,346365.7367728055,606435.6519913522,476400.69438207883
te150,409899.71281121665,717674.3343779118,563787.0235945642
te151,169918.8713429431,297503.04544725636,233710.9583950997
te152,386253.72979499475,676273.6829710291,531263.7063830119
te153,328581.737291491,575298.4747955054,451940.1060434982
te154,379471.4635815998,664398.9286393183,521935.19611045904
te155,141440.2708963358,247641.18904496485,194540.7299706503
te156,434979.52988385863,761585.4191173582,598282.4745006084
te157,218210.44965809965,382054.52289449883,300132.4862762992
te158,165001.30949794373,288893.11522879446,226947.2123633691
te159,322690.1745567205,564983.2117397601,443836.6931482403
te160,163683.81481816244,286586.37509747373,225135.09495781807
te161,109832.48373432492,192300.5852248733,151066.5344795991
te162,246693.45336466844,431924.08875977155,339308.77106222
te163,223670.37052677473,391614.0442913512,307642.20740906295
te164,264815.1335943767,463652.49546557234,364233.8145299745
te165,224812.11596358928,393613.0732508379,309212.59460721357
te166,296509.55786772195,519144.78817264293,407827.1730201824
te167,152186.94062478904,266457.03302604874,209321.9868254189
te168,191593.28203705687,335451.7626133395,263522.52232519817
te169,220339.64494481464,385782.4318497743,303061.03839729447
te170,190516.34230753515,333566.1989513186,262041.27062942687
te171,213128.3370516102,373156.488404351,293142.4127279806
te172,236473.15032722367,414029.83572594024,325251.49302658194
te173,283299.89054408483,496016.5963063287,389658.24342520675
te174,286591.5163158384,501779.7507095434,394185.6335126909
te175,151042.62730963502,264453.50808786176,207748.06769874837
te176,242920.79601841848,425318.71855534584,334119.75728688214
te177,204975.79321307087,358882.5787382929,281929.1859756819
te178,137045.63316939783,239946.82233296664,188496.22775118222
te179,217031.26889632898,379989.95016642584,298510.6095313774
te180,240910.0688255758,421798.2298732678,331354.1493494218
te181,207198.22077765723,362773.7237507614,284985.9722642093
te182,304116.5307509491,532463.4830386606,418290.0068948048
te183,308867.6847736603,540782.0575440949,424824.87115887756
te184,369274.9309627139,646546.2941252954,507910.61254400463
te185,240895.87256264576,421773.3742970609,331334.6234298533
te186,159551.33875212702,279351.01503907196,219451.1768955995
te187,318324.39101005346,557339.3644694028,437831.8777397281
te188,421373.1884408718,737762.7089928661,579567.9487168689
te189,269898.6369769888,472552.9650009201,371225.80098895443
te190,231944.54195054653,406100.90603701683,319022.72399378166
te191,178060.34127243722,311757.56632124016,244908.95379683867
te192,195876.04671139852,342950.2560030408,269413.1513572197
te193,510880.12503906543,894476.2394922139,702678.1822656397
te194,243553.85135999933,426427.1056966237,334990.4785283115
te195,388613.3387833336,680405.0125552441,534509.1756692888
te196,179429.7543949079,314155.2080380817,246792.48121649478
te197,363671.5335051778,636735.5662450243,500203.5498751011
te198,457851.9877285492,801631.7412938152,629741.8645111822
te199,397925.2107477033,696708.7358928579,547316.9733202806
te200,152245.92035602793,266560.2978931265,209403.1091245772
te201,278906.1734224538,488323.84143932624,383615.00743089
te202,190502.73010266895,333542.36597519927,262022.5480389341
te203,337735.3993022379,591325.1956868878,464530.29749456287
te204,481910.06472372246,843753.9088735604,662831.9867986414
te205,309671.92380619934,542190.1622446317,425931.0430254155
te206,199820.16423926796,349855.82786135934,274837.99605031364
te207,318039.06873019866,556839.8069657548,437439.43784797675
te208,177395.0169315442,310592.680890555,243993.8489110496
te209,152688.6080034837,267335.379096639,210011.99355006134
te210,211189.18740023978,369761.3215091076,290475.2544546737
te211,129353.90569799657,226479.73460217682,177916.82015008669
te212,203301.22526626507,355950.6556384884,279625.94045237673
te213,172342.91668631218,301747.19364724663,237045.0551667794
te214,150850.3314449369,264116.82620595855,207483.5788254477
te215,199104.24073835879,348602.3507157992,273853.295727079
te216,294913.0640468056,516349.5614270407,405631.31273692317
te217,201149.8645559811,352183.93827445124,276666.90141521615
te218,560680.1746614404,981668.8291615448,771174.5019114926
te219,273318.701722709,478540.99722734065,375929.8494750248
te220,253225.26380988772,443360.3317407819,348292.7977753348
te221,402198.4686646785,704190.5843434391,553194.5265040587
te222,214187.87854348938,375011.5903016299,294599.7344225596
te223,438970.21233502944,768572.5193332022,603771.3658341158
te224,276468.8067570874,484056.36955649685,380262.5881567921
te225,240303.27766773078,420735.827469211,330519.5525684709
te226,333730.5056237843,584313.213694448,459021.85965911613
te227,282058.99977975414,493843.97840616223,387951.48909295816
te228,486670.5001881889,852088.733823495,669379.6170058419
te229,459969.90584232524,805339.9055717227,632654.9057070239
te230,399733.0575787115,699874.0107894972,549803.5341841043
te231,403239.10660304164,706012.588888456,554625.8477457488
te232,237586.8745742257,415979.8036880203,326783.339131123
te233,309868.97362995584,542535.1676122468,426202.0706211013
te234,350566.13481350656,613789.9334747617,482178.0341441341
te235,196801.29385225332,344570.2281698763,270685.7610110648
te236,236111.37557671292,413396.42114878213,324753.8983627475
te237,190312.01889571117,333208.45859679894,261760.23874625505
te238,141117.72133360946,247076.4520239362,194097.08667877282
te239,237807.18984985075,416365.54345276207,327086.3666513064
te240,342542.86368585343,599742.3613830878,471142.61253447057
te241,217445.31662827716,380714.8870745018,299080.10185138945
te242,453928.28843716026,794761.9187756823,624345.1036064213
te243,257466.75688145848,450786.56460157444,354126.66074151645
te244,380185.91453039704,665649.827561904,522917.8710461505
te245,258768.59277045523,453065.8884847198,355917.2406275875
te246,270310.15106782946,473273.46587467217,371791.8084712508
te247,170638.9930955062,298763.873116291,234701.43310589858
te248,175834.5879639504,307860.59841852443,241847.59319123742
te249,211626.36834247055,370526.76127867063,291076.56481057056
te250,269646.4122422623,472111.3564489964,370878.8843456293
te251,296545.942734855,519208.49274350505,407877.21773918
te252,384529.6583154447,673255.0864391602,528892.3723773024
te253,217731.4901887865,381215.93504583737,299473.7126173119
te254,257557.40180422354,450945.27057910245,354251.336191663
te255,206020.99266821783,360712.56983079755,283366.7812495077
te256,299125.7929545122,523725.4324517304,411425.61270312127
te257,292898.36308479053,512822.1152574196,402860.23917110503
te258,261821.88785677787,458411.7607804273,360116.82431860256
te259,257515.4254361607,450871.776109437,354193.6007727988
te260,221597.5466348215,387984.83338818257,304791.190011502
te261,153028.55998700022,267930.58520648815,210479.57259674417
te262,186490.74737644926,326517.9720988818,256504.3597376655
te263,280603.9506716941,491296.40062682604,385950.17564926005
te264,201119.97454516735,352131.6052453106,276625.78989523894
te265,276988.27608115104,484965.8842249026,380977.0801530268
te266,210905.53158578233,369264.6817421826,290085.10666398244
te267,190061.7271670712,332770.2344552887,261415.98081117994
te268,282216.42708978656,494119.6105581479,388168.0188239672
te269,142560.80882748752,249603.08676957947,196081.94779853348
te270,375637.4753816657,657686.177096924,516661.82623929484
te271,350774.8508741646,614155.3647137333,482465.10779394896
te272,254099.79976174113,444891.5160464051,349495.6579040731
te273,406576.5791649878,711856.014303351,559216.2967341694
te274,246422.85027208645,431450.30239623046,338936.5763341584
te275,241713.5439578808,423204.9970964294,332459.2705271551
te276,349035.8559423204,611110.6394036362,480073.2476729783
te277,315718.7038132286,552777.1880000584,434247.94590664346
te278,310302.55204064894,543294.2998769676,426798.4259588082
te279,522897.57173191634,915517.0277305458,719207.2997312311
te280,427116.1281855398,747817.7549707228,587466.9415781313
te281,216456.74829258793,378984.048773989,297720.39853328845
te282,319045.85140173795,558602.5358993878,438824.19365056284
te283,215015.2738027614,376460.2381620859,295737.7559824236
te284,151028.98484304702,264429.62212790176,207729.30348547437
te285,388249.7938607184,679768.4986661151,534009.1462634167
te286,402381.0478820962,704510.2537997381,553445.6508409171
te287,194228.51846361888,340065.6754540942,267147.0969588565
te288,248897.50388475778,435783.0582601208,342340.2810724393
te289,205677.41237316732,360111.01107911015,282894.2117261387
te290,193635.3579820334,339027.1383668599,266331.24817444663
te291,177013.35433960197,309924.44561722304,243468.8999784125
te292,154499.6058911138,270506.1710316978,212502.8884614058
te293,254102.1461495489,444895.62422763935,349498.8851885941
te294,151025.87281286143,264424.1734190538,207725.0231159576
te295,185005.99391435907,323918.3863482286,254462.1901312938
te296,124179.75405384127,217420.55324358985,170800.15364871555
te297,346368.2305293882,606440.0181937173,476404.12436155276
te298,223638.57024950493,391558.366665558,307598.4684575315
te299,273553.6717969546,478952.3953970939,376253.0335970242
te300,296110.8434863287,518446.69771458727,407278.77060045797
te301,285705.5492658785,500228.5522261388,392967.05074600864
te302,69818.18727162202,122241.41542814611,96029.80134988406
te303,255916.7190543421,448072.67549390224,351994.69727412215
te304,329549.12044542714,576992.220947041,453270.67069623404
te305,227887.8568620594,398998.24487462256,313443.05086834094
te306,175729.96627889524,307677.42117824656,241703.69372857088
te307,348638.7529693112,610415.3702855407,479527.06162742595
te308,230763.98930094857,404033.9313343815,317398.960317665
te309,292029.7229532518,511301.2536692508,401665.4883112513
te310,184424.267001792,322899.8677649805,253662.06738338622
te311,430251.1540532562,753306.7258886097,591778.9399709329
te312,151470.58139048473,265202.792975162,208336.68718282334
te313,282425.50412524893,494485.6738111081,388455.5889681785
te314,370910.3419710362,649409.6591634958,510160.00056726596
te315,113908.40123385121,199436.91952086493,156672.66037735806
te316,206065.69045733966,360790.8291099665,283428.2597836531
te317,142797.94894741176,250018.2843713385,196408.1166593751
te318,315453.06070599786,552312.0858440789,433882.5732750384
te319,153185.4037168316,268205.19559505396,210695.29965594277
te320,221980.9515800959,388656.11926689144,305318.53542349365
te321,342038.0362478016,598858.4825116078,470448.25937970466
te322,252301.1536236917,441742.35021495563,347021.75191932364
te323,188249.44255984938,329597.1896627683,258923.3161113088
te324,241572.73238293693,422958.4566618742,332265.59452240553
te325,399445.11420346476,699369.8641318879,549407.4891676763
te326,214080.18512302352,374823.0349027504,294451.61001288693
te327,207319.98046814674,362986.90712731663,285153.44379773166
te328,340522.85170485324,596205.6163974493,468364.23405115126
te329,82519.18188923696,144478.99592221278,113499.08890572487
te330,261137.42046525274,457213.3586731235,359175.3895691881
te331,340524.03093560925,596207.68105771,468365.8559966596
te332,163438.16533497907,286156.27884752804,224797.22209125356
te333,368341.58828934445,644912.1478672681,506626.8680783062
te334,295897.04135706817,518072.361514756,406984.70143591205
te335,257743.14088613543,451270.47249511466,354506.80669062503
te336,231902.12157819528,406026.6341809025,318964.3778795489
te337,274204.13567598653,480091.2623365693,377147.6990062779
te338,269420.8156912273,471716.36994487914,370568.5928180532
te339,222619.4705363212,389774.07239682623,306196.7714665737
te340,372518.51162111317,652225.3285750947,512371.92009810393
te341,425769.42542963213,745459.8757779748,585614.6506038035
te342,249462.57857829484,436772.42124790314,343117.499913099
te343,219388.04982781902,384116.3282374948,301752.1890326569
te344,243209.08643176782,425823.472825821,334516.2796287944
te345,210138.75134335685,367922.16189428436,289030.4566188206
te346,202300.46886060148,354198.47781337285,278249.47333698714
te347,221625.24395541588,388033.3273380448,304829.28564673034
te348,275991.33412237215,483220.3849373498,379605.85952986096
te349,202000.5031645711,353673.2818337066,277836.89249913883
te350,451995.9917551286,791378.7504255831,621687.3710903558
te351,428929.9581628862,750993.5054798878,589961.731821387
te352,173374.43669084267,303553.2340261768,238463.83535850974
te353,258013.9440397666,451744.6091362379,354879.2765880022
te354,421406.9584078003,737821.8352566323,579614.3968322163
te355,324951.41392394464,568942.3105315398,446946.8622277422
te356,166556.78017223554,291616.51645579375,229086.64831401463
te357,395344.6540299792,692190.5592100406,543767.6066200099
te358,143223.3415191442,250763.08443151318,196993.21297532867
te359,478005.61512816756,836917.7897521681,657461.7024401678
te360,311206.15348446264,544876.373600036,428041.2635422493
te361,307284.7376847849,538010.5491412887,422647.64341303677
te362,264222.54796932265,462614.9648678907,363418.7564186067
te363,312638.7082914955,547384.5671543718,430011.6377229336
te364,289157.6438533738,506272.66401216324,397715.1539327685
te365,443752.1879498754,776945.0579301652,610348.6229400203
te366,388973.21605601686,681035.1049267644,535004.1604913906
te367,204265.38455863445,357638.75728081417,280952.0709197243
te368,449188.9019765933,786463.9475472575,617826.4247619254
te369,200312.6552342127,350718.1074286223,275515.3813314175
te370,182573.7130461776,319659.81895104627,251116.76599861193
te371,197199.8969426603,345268.1237737226,271234.01035819144
te372,210444.50689621942,368457.495064874,289451.0009805467
te373,206564.9809864039,361665.01366513455,284114.9973257692
te374,169948.8663387945,297555.5622898144,233752.21431430444
te375,172166.26400074572,301437.9006798023,236802.082340274
te376,289851.97475206555,507488.33567521244,398670.15521363897
te377,130470.44868499505,228434.63776495974,179452.5432249774
te378,245242.95688110468,429384.4819588306,337313.7194199676
te379,340837.7615744847,596756.977435316,468797.3695049003
te380,257027.1409610776,450016.8615420688,353522.00125157315
te381,263521.43087096943,461387.4115636185,362454.42121729394
te382,132835.88185503904,232576.164637921,182706.02324648
te383,325855.57654192613,570525.366788347,448190.4716651365
te384,414501.0598704382,725730.6188415446,570115.8393559913
te385,182136.50397424353,318894.32993049454,250515.41695236904
te386,238172.96997772277,417005.9708587703,327589.4704182465
te387,303464.147856349,531321.2561841195,417392.70202023425
te388,359510.66741294664,629450.4994107548,494480.5834118507
te389,319515.62888340163,559425.0474331151,439470.33815825835
te390,206731.60652347363,361956.7505648429,284344.17854415823
te391,492662.7868184699,862580.3496611699,677621.5682398198
te392,170649.09951195796,298781.5679706012,234715.33374127958
te393,69703.42240525485,122040.47896367496,95871.9506844649
te394,396813.24067928025,694761.839240429,545787.5399598546
te395,249112.27963939702,436159.0991353244,342635.6893873607
te396,425799.8339939152,745513.1167182565,585656.4753560858
te397,220257.36964667257,385638.379858557,302947.87475261476
te398,274650.2244799423,480872.2984667406,377761.26147334144
te399,150563.18476806956,263614.07445047126,207088.6296092704
te400,282548.7734320142,494701.5003045577,388625.13686828595
te401,293092.6049398568,513162.20428331074,403127.40461158374
te402,227055.83676657037,397541.4996036296,312298.66818509996
te403,206669.8726021764,361848.6635145454,284259.2680583609
te404,428897.3884313134,750936.4806523585,589916.9345418359
te405,242968.81127859192,425402.78624021594,334185.79875940393
te406,367170.827231205,642862.3168065111,505016.57201885805
te407,193372.46673097633,338566.8543078099,265969.6605193931
te408,293060.385443367,513105.7926660917,403083.0890547293
te409,250215.25070718324,438090.23985626496,344152.7452817241
te410,232948.03076400532,407857.8679078011,320402.9493359032
te411,269979.8295195514,472695.1212457744,371337.4753826629
te412,313166.205600115,548308.1376473914,430737.1716237532
te413,280210.07698914176,490606.7855231313,385408.4312561365
te414,229355.03639679268,401567.06125358783,315461.0488251902
te415,158838.94560924164,278103.7190331069,218471.33232117427
te416,320918.3570585047,561881.0189254491,441399.6879919769
te417,199695.48674584986,349637.53583942284,274666.51129263634
te418,216981.48615100278,379902.7878740435,298442.13701252313
te419,210672.37798359964,368856.4639488431,289764.42096622137
te420,292581.71468065295,512267.7103003809,402424.7124905169
te421,243300.96616038252,425984.34076745517,334642.65346391883
te422,282413.0150579116,494463.80728422804,388438.4111710698
te423,357348.47719383,625664.8211636035,491506.6491787167
te424,259449.61509161314,454258.258778618,356853.93693511555
te425,298868.1816327944,523274.3927752836,411071.287204039
te426,224107.6249819569,392379.6127713203,308243.6188766386
te427,213262.0207802525,373390.5490244781,293326.2849023653
te428,207280.38533633345,362917.5818534007,285098.98359486705
te429,359736.6666983583,629846.1910437528,494791.42887105554
te430,298306.9314784366,522291.7259951931,410299.32873681484
te431,253694.68652974875,444182.2221385761,348938.4543341624
te432,218255.25823188922,382132.9761413877,300194.11718663847
