id,lower,upper,pred
te0,339044.1820441088,345209.3291813554,342126.7556127321
te1,381985.6570005327,388931.64783136704,385458.6524159499
te2,207821.2781685748,211600.2805110873,209710.77933983106
te3,142919.07797901199,145517.90489044265,144218.4914347273
te4,312536.8451899737,318219.9854367406,315378.41531335714
te5,603781.7966868987,614760.9074120064,609271.3520494526
te6,357428.2933817347,363927.735449809,360678.0144157718
te7,635431.2123517329,646985.8330390089,641208.5226953708
te8,434715.83295036166,442620.6642819933,438668.2486161775
te9,429156.86892736994,436960.6165862903,433058.7427568301
te10,705097.790033426,717919.2211386439,711508.505586035
te11,174006.5814811742,177170.70059748797,175588.6410393311
te12,479997.3456045909,488725.57165259053,484361.4586285907
te13,235807.63974472534,240095.5434224942,237951.59158360978
te14,362272.8713155851,368860.40672771854,365566.6390216518
te15,274269.4822303382,279256.7723912014,276763.1273107698
te16,265887.47429469874,270722.3468210305,268304.9105578646
te17,175219.7840644742,178405.9639410943,176812.87400278426
te18,161710.48945618956,164651.0176054202,163180.75353080488
te19,507970.16590195266,517207.04705188394,512588.60647691827
te20,228409.7089737393,232563.08938247783,230486.39917810858
te21,548422.9545362731,558395.4253445755,553409.1899404244
te22,456691.74303318426,464996.1822221714,460843.9626276778
te23,452505.9024960519,460734.22675910563,456620.0646275788
te24,290117.69458103966,295393.1671269103,292755.43085397495
te25,330024.177703752,336025.3059405661,333024.7418221591
te26,302845.15851399215,308352.066052664,305598.6122833281
te27,265097.6293931447,269918.1394549613,267507.88442405296
te28,250572.27343969466,255128.6558113265,252850.4646255106
te29,430019.1473073001,437838.5745542125,433928.8609307563
te30,234756.05981438034,239024.84166278152,236890.45073858093
te31,273822.1109596768,278801.26616393344,276311.6885618051
te32,383622.3627143305,390598.11524608854,387110.2389802095
te33,235093.2972902096,239368.21143277417,237230.75436149188
te34,486363.8992768513,495207.8941308809,490785.8967038661
te35,438013.97066575626,445978.77501969936,441996.3728427278
te36,291963.67195886874,297272.7115816842,294618.19177027646
te37,310960.7334261589,316615.21380662144,313787.97361639014
te38,235781.13898215478,240068.5607725793,237924.84987736706
te39,554406.4834656505,564487.7581945133,559447.1208300819
te40,295956.47291266604,301338.1172480044,298647.2950803352
te41,428060.2144288547,435844.02062674984,431952.1175278023
te42,345556.09719887754,351839.65638151707,348697.8767901973
te43,212488.1177277753,216351.98143665877,214420.04958221703
te44,343851.08875125356,350103.64422255824,346977.3664869059
te45,382836.73582657747,389798.20259378187,386317.46921017964
te46,352121.1593275391,358524.0969750865,355322.62815131276
te47,199181.0405190617,202802.92960250317,200991.98506078243
te48,428061.5525573709,435845.3830876676,431953.46782251925
te49,183051.09393620244,186379.67760617327,184715.38577118784
te50,319103.5072549046,324906.05505966826,322004.78115728643
te51,181622.93264267727,184925.54676361405,183274.23970314566
te52,323585.85961737356,329469.91409088165,326527.8868541276
te53,776369.249242032,790486.6737781301,783427.9615100811
te54,122135.92038499203,124356.82833680154,123246.37436089679
te55,692953.8664925321,705554.4736478986,699254.1700702154
te56,371860.3294160559,378622.2022537874,375241.2658349216
te57,516122.97569456976,525508.106761814,520815.54122819187
te58,412085.5780231241,419578.90295302763,415832.2404880758
te59,214419.40079851128,218318.38277494023,216368.89178672576
te60,474409.6990877522,483036.31990330236,478723.0094955273
te61,484891.1724857871,493708.38741601695,489299.77995090204
te62,292782.5193415236,298106.4488072102,295444.48407436686
te63,514917.3219014861,524280.5294749068,519598.92568819644
te64,238677.6199695659,243017.71109458854,240847.6655320772
te65,397660.8435161412,404891.8704466657,401276.3569814034
te66,247058.52249469204,251551.01115356648,249304.76682412924
te67,268274.02650331665,273152.2958678662,270713.1611855914
te68,489181.7943036868,498077.02949268697,493629.4118981869
te69,314851.7202537246,320576.95396832906,317714.33711102686
te70,310265.9247390044,315907.7707844292,313086.8477617168
te71,338304.74967991456,344456.45104942727,341380.6003646709
te72,186797.18471726548,190193.8869454593,188495.5358313624
te73,146285.59115260863,148945.63441917498,147615.6127858918
te74,133778.23481569352,136210.845505036,134994.54016036476
te75,217485.9550113546,221440.69891772594,219463.32696454026
te76,319732.8640037674,325546.8559717523,322639.85998775985
te77,222666.0832155139,226715.02208012313,224690.55264781852
te78,146837.29281290705,149507.36816995524,148172.33049143114
te79,284239.7323556893,289408.32059589814,286824.0264757937
te80,301874.28809599846,307363.54141939356,304618.914757696
te81,342635.92260980484,348866.3816156487,345751.15211272676
te82,212812.2066364455,216681.9635471986,214747.08509182205
te83,243601.40929362449,248031.0341350867,245816.22171435558
te84,416276.88743332255,423846.4267346269,420061.6570839747
te85,306668.0171462338,312244.439182428,309456.2281643309
te86,199568.8505258777,203197.79150957268,201383.3210177252
te87,773736.2777581833,787805.8245914162,780771.0511747998
te88,602303.74647152,613255.980472187,607779.8634718535
te89,323469.7333339689,329351.676178192,326410.70475608046
te90,348436.7679069724,354772.70893159567,351604.73841928405
te91,513760.7716069963,523102.94857993844,518431.8600934674
te92,250584.75294259563,255141.36224032042,252863.05759145803
te93,162822.125176136,165782.86720349654,164302.49618981627
te94,238515.59006010595,242852.73484867642,240684.1624543912
te95,567813.3094283206,578138.3726044736,572975.8410163971
te96,257149.05873774807,261825.03274728416,259487.04574251611
te97,372680.74764522974,379457.538889956,376069.1432675929
te98,237266.4034556207,241580.8331538684,239423.61830474454
te99,139322.0576236271,141855.4766592673,140588.7671414472
te100,194020.47517201406,197548.5250263494,195784.50009918172
te101,531840.633245692,541511.572701894,536676.1029737929
te102,146946.01575484718,149618.06811952373,148282.04193718545
te103,294290.85198701854,299642.20882997295,296966.53040849575
te104,178847.3777474789,182099.52144236903,180473.44959492396
te105,177974.30707016817,181210.5749309579,179592.44100056303
te106,111690.43100814246,113721.3991752886,112705.91509171553
te107,206994.28565582144,210758.25004519228,208876.26785050685
te108,658746.1818227528,670724.7596958523,664735.4707593026
te109,202660.0001226435,206345.15027640125,204502.5751995224
te110,601920.1108438796,612865.3688508066,607392.7398473431
te111,332521.00915595394,338567.5395382552,335544.27434710454
te112,143447.2169415254,146055.647481584,144751.4322115547
te113,167613.38159759148,170661.24737570467,169137.31448664807
te114,242534.49906484404,246944.72331225092,244739.61118854748
te115,523005.0870123164,532515.3617367472,527760.2243745318
te116,189043.62614331365,192481.17744859026,190762.40179595194
te117,231585.78609665742,235796.91998951114,233691.35304308427
te118,358790.13004445756,365314.335620792,362052.23283262475
te119,563140.506470298,573380.5998422034,568260.5531562507
te120,290158.88566753786,295435.107228205,292796.99644787144
te121,506886.6308808461,516103.8091330807,511495.2200069634
te122,566840.4899970534,577147.8635172577,571994.1767571556
te123,367734.7628416526,374421.6167694523,371078.1898055525
te124,409333.1640243306,416776.4393200453,413054.8016721879
te125,483023.2032566919,491806.4512122468,487414.82723446935
te126,158725.72107646056,161611.97448155403,160168.84777900728
te127,187182.4348260505,190586.1424055557,188884.2886158031
te128,461025.56313035655,469408.80809151276,465217.1856109346
te129,451967.1312297849,460185.6585274112,456076.39487859805
te130,391028.7004231682,398139.12909491436,394583.9147590413
te131,229007.99786922627,233172.25750629726,231090.12768776176
te132,422255.6165538918,429933.87249648996,426094.74452519085
te133,759550.6609990929,773362.2579273159,766456.4594632044
te134,504987.59379837516,514170.2401410458,509578.9169697105
te135,575921.5537233987,586394.0564420989,581157.8050827489
te136,325137.5650806431,331049.8356186094,328093.70034962625
te137,395893.6702720153,403092.563092462,399493.11668223864
te138,252201.4158184009,256787.42235999103,254494.419089196
te139,440045.07521482464,448046.8129805746,444045.9440976996
te140,177626.87363684058,180856.82380114618,179241.8487189934
te141,197708.53190112513,201303.64502800623,199506.0884645657
te142,201194.42941016585,204852.9297655758,203023.6795878708
te143,327016.675684123,332963.1157904558,329989.8957372894
te144,589559.9922783705,600280.4950656953,594920.2436720328
te145,281706.4514462965,286828.9747475578,284267.71309692715
te146,262534.6187588923,267308.52327927406,264921.57101908315
te147,154880.63787495007,157696.9726530689,156288.80526400948
te148,172745.36626491844,175886.55156377787,174315.95891434816
te149,349083.43305729446,355431.13297946396,352257.2830183792
te150,480556.53787560493,489294.9322226387,484925.73504912184
te151,265075.02665712126,269895.12571293727,267485.0761850293
te152,619827.412083488,631098.2947518014,625462.8534176446
te153,409867.5718280449,417320.56474439916,413594.06828622206
te154,355996.7285874183,362470.13921752415,359233.43390247127
te155,197836.3231744209,201433.7600456529,199635.0416100369
te156,525662.6684249628,535221.2683568618,530441.9683909123
te157,220231.18384181114,224235.8467279542,222233.51528488265
te158,189850.6776322008,193302.904284939,191576.7909585699
te159,374760.3448081347,381574.9512497425,378167.64802893857
te160,185650.24858526705,189026.09503599798,187338.1718106325
te161,151592.4779439262,154349.0211348149,152970.74953937053
te162,249121.71303839856,253651.7185577525,251386.71579807551
te163,275333.58529820974,280340.2250079814,277836.90515309555
te164,363867.7168786265,370484.2528106865,367175.9848446565
te165,225441.81264921438,229541.22511366176,227491.51888143807
te166,365843.4054532746,372495.8671183368,369169.6362858057
te167,169568.95460987126,172652.38034151512,171110.6674756932
te168,285940.78459726536,291140.3046095348,288540.5446034001
te169,282348.31678781053,287482.5117073514,284915.414247581
te170,225389.3201947044,229487.77814135503,227438.5491680297
te171,294868.80714700953,300230.67347158544,297549.7403092975
te172,314748.50981947617,320471.86676536745,317610.1882924218
te173,396047.84594888025,403249.54228516115,399648.6941170207
te174,382807.0933709689,389768.0211225818,386287.5572467753
te175,155788.68897705895,158621.53566999338,157205.11232352615
te176,295516.54861809465,300890.19341193105,298203.37101501285
te177,304006.04318128433,309534.06013625726,306770.0516587708
te178,188883.4143432507,192318.05237240336,190600.73335782703
te179,237576.02021349082,241896.07995339544,239736.05008344314
te180,244369.00053615932,248812.58318371914,246590.79185993923
te181,204977.78416142965,208705.08067955004,206841.43242048984
te182,350037.0241635792,356402.0640956659,353219.5441296225
te183,476748.51501604274,485417.66463783255,481083.08982693765
te184,426080.74418666086,433828.555886071,429954.65003636596
te185,241273.10931008615,245660.3965662472,243466.75293816667
te186,170502.73559616637,173603.141112391,172052.93835427868
te187,379497.20339643216,386397.94442377187,382947.573910102
te188,736994.2358582483,750395.6688985522,743694.9523784003
