id,lower,upper,pred
te0,356754.0746941271,601816.3091565124,479285.1919253197
te1,345862.4405568701,590924.6750192554,468393.5577880627
te2,96459.35535399025,341521.5898163755,218990.47258518287
te3,32577.372210896716,277639.606673282,155108.48944208934
te4,245513.51230175016,490575.74676413543,368044.6295329428
te5,498367.755432924,743429.9898953093,620898.8726641167
te6,299749.9618663205,544812.1963287059,422281.07909751317
te7,536900.5742231654,781962.8086855507,659431.691454358
te8,333664.57733615366,578726.811798539,456195.6945673463
te9,298703.63009790843,543765.8645602937,421234.7473291011
te10,443271.44663121935,688333.6810936047,565802.563862412
te11,138281.15364871395,383343.38811109925,260812.27087990657
te12,375545.7132772832,620607.9477396684,498076.83050847583
te13,149493.19078179993,394555.4252441852,272024.30801299255
te14,223781.7264659433,468843.96092832857,346312.8436971359
te15,113127.4763206665,358189.7107830518,235658.5935518591
te16,170205.801803902,415268.03626628726,292736.9190350946
te17,106505.96974124108,351568.2042036264,229037.0869724337
te18,79892.79099096468,324955.0254533499,202423.9082221573
te19,439407.6155868671,684469.8500492524,561938.7328180597
te20,130595.8333860955,375658.0678484808,253126.95061728812
te21,367511.58156813646,612573.8160305218,490042.6987993291
te22,318367.3083941397,563429.5428565249,440898.42562533234
te23,315917.45247909724,560979.6869414826,438448.5697102899
te24,137456.17047160777,382518.404933993,259987.2877028004
te25,288915.90167972626,533978.1361421116,411447.0189109189
te26,141349.45681958404,386411.6912819693,263880.57405077666
te27,262395.49919379887,507457.73365618417,384926.6164249915
te28,141391.31803543455,386453.5524978198,263922.4352666272
te29,529893.0065160054,774955.2409783907,652424.123747198
te30,227509.52079024658,472571.75525263185,350040.6380214392
te31,209888.80136076317,454951.03582314844,332419.9185919558
te32,253816.69355605144,498878.9280184367,376347.81078724406
te33,156063.97170812366,401126.2061705089,278595.0889393163
te34,333185.16403346235,578247.3984958476,455716.281264655
te35,337230.3371226662,582292.5715850515,459761.45435385883
te36,149109.35859272888,394171.59305511415,271640.4758239215
te37,215706.4028795899,460768.6373419752,338237.5201107825
te38,185283.93294140077,430346.16740378604,307815.0501725934
te39,332299.04641316977,577361.280875555,454830.1636443624
te40,144942.94671058413,390005.1811729694,267474.06394177675
te41,342611.10889467597,587673.3433570613,465142.2261258686
