id,lower,upper,pred
te0,259279.57387155766,469164.67612844234,364222.12
te1,305409.94887155766,515295.05112844234,410352.5
te2,118311.85512155767,328196.95737844234,223254.4
te3,48589.91762155767,258475.01987844234,153532.47
te4,230803.76137155766,440688.86362844234,335746.3
te5,543677.0113715576,753562.1136284424,648619.56
te6,279028.91762155766,488914.01987844234,383971.47
te7,577676.7613715576,787561.8636284424,682619.3
te8,362055.94887155766,571941.0511284424,466998.5
te9,356084.16762155766,565969.2698784424,461026.72
te10,652516.8863715576,862401.9886284424,757459.44
te11,81986.02699655767,291871.12925344234,186928.58
te12,410700.13637155766,620585.2386284424,515642.7
te13,148376.52699655766,358261.62925344234,253319.08
te14,284233.26137155766,494118.36362844234,389175.8
te15,189694.60512155766,399579.70737844234,294637.16
te16,180690.13637155766,390575.23862844234,285632.7
te17,83289.32387155767,293174.42612844234,188231.88
te18,68776.80824655767,278661.91050344234,173719.36
te19,440750.26137155766,650635.3636284424,545692.8
te20,140429.21449655766,350314.31675344234,245371.77
te21,484207.13637155766,694092.2386284424,589149.7
te22,385663.82387155766,595548.9261284424,490606.38
te23,381167.13637155766,591052.2386284424,486109.7
te24,206719.73012155766,416604.83237844234,311662.28
te25,249589.73012155766,459474.83237844234,354532.28
te26,220392.35512155766,430277.45737844234,325334.9
te27,179841.63637155766,389726.73862844234,284784.2
te28,164237.60512155766,374122.70737844234,269180.16
te29,357010.48012155766,566895.5823784424,461953.03
te30,147246.85512155766,357131.95737844234,252189.4
te31,189214.01137155766,399099.11362844234,294156.56
te32,307168.19887155766,517053.30112844234,412110.75
te33,147609.13637155766,357494.23862844234,252551.69
te34,417539.48012155766,627424.5823784424,522482.03
te35,365599.01137155766,575484.1136284424,470541.56
te36,208702.79262155766,418587.89487844234,313645.34
te37,229110.60512155766,438995.70737844234,334053.16
te38,148348.05824655766,358233.16050344234,253290.61
te39,490635.01137155766,700520.1136284424,595577.56
te40,212992.10512155766,422877.20737844234,317934.66
te41,354906.07387155766,564791.1761284424,459848.62
te42,266275.07387155766,476160.17612844234,371217.62
te43,123325.26137155767,333210.36362844234,228267.81
te44,264443.44887155766,474328.55112844234,369386.0
te45,306324.23012155766,516209.33237844234,411266.78
te46,273327.66762155766,483212.76987844234,378270.22
te47,109029.98012155767,318915.08237844234,213972.53
te48,354907.51137155766,564792.6136284424,459850.06
te49,91702.19887155767,301587.30112844234,196644.75
te50,237858.07387155766,447743.17612844234,342800.62
te51,90167.98012155767,300053.08237844234,195110.53
te52,242673.29262155766,452558.39487844234,347615.84
te53,729081.0738715576,938966.1761284424,834023.6
te54,26263.37074655767,236148.47300344234,131205.92
te55,639471.1363715576,849356.2386284424,744413.7
te56,294532.69887155766,504417.80112844234,399475.25
te57,449508.51137155766,659393.6136284424,554451.06
te58,337745.13637155766,547630.2386284424,442687.7
te59,125399.96449655767,335285.06675344234,230342.52
te60,404697.54262155766,614582.6448784424,509640.1
te61,415957.38637155766,625842.4886284424,520899.94
te62,209582.44887155766,419467.55112844234,314525.0
te63,448213.32387155766,658098.4261284424,553155.9
te64,151459.63637155766,361344.73862844234,256402.19
te65,322249.19887155766,532134.3011284424,427191.75
te66,160462.91762155766,370348.01987844234,265405.47
te67,183253.91762155766,393139.01987844234,288196.47
te68,420566.63637155766,630451.7386284424,525509.2
te69,233290.54262155766,443175.64487844234,338233.1
te70,228364.19887155766,438249.30112844234,333306.75
te71,258485.23012155766,468370.33237844234,363427.78
te72,95726.48012155767,305611.58237844234,200669.03
te73,52206.43324655767,262091.53550344234,157148.98
te74,38770.26137155767,248655.36362844234,143712.81
te75,128694.24574655767,338579.34800344234,233636.8
te76,238534.16762155766,448419.26987844234,343476.72
te77,134259.05824655766,344144.16050344234,239201.61
te78,52799.10512155767,262684.20737844234,157741.66
te79,200405.26137155766,410290.36362844234,305347.8
te80,219349.38637155766,429234.48862844234,324291.94
te81,263138.04262155766,473023.14487844234,368080.6
te82,123673.41762155767,333558.51987844234,228615.97
te83,156749.07387155766,366634.17612844234,261691.62
te84,342247.69887155766,552132.8011284424,447190.25
te85,224499.10512155766,434384.20737844234,329441.66
te86,109446.58949655767,319331.69175344234,214389.14
te87,726252.5738715576,936137.6761284424,831195.1
te88,542089.1988715576,751974.3011284424,647031.75
te89,242548.54262155766,452433.64487844234,347491.1
te90,269369.66762155766,479254.76987844234,374312.22
te91,446970.88637155766,656855.9886284424,551913.44
te92,164251.01137155766,374136.11362844234,269193.56
te93,69970.99574655767,279856.09800344234,174913.55
te94,151285.57387155766,361170.67612844234,256228.12
te95,505037.44887155766,714922.5511284424,609980.0
te96,171302.79262155766,381187.89487844234,276245.34
te97,295414.04262155766,505299.14487844234,400356.6
te98,149943.62074655766,359828.72300344234,254886.17
te99,44725.77699655767,254610.87925344234,149668.33
te100,103486.18324655767,313371.28550344234,208428.73
te101,466393.38637155766,676278.4886284424,571335.94
te102,52915.90199655767,262801.00425344234,157858.45
te103,211202.79262155766,421087.89487844234,316145.34
te104,87186.30824655767,297071.41050344234,192128.86
te105,86248.40199655767,296133.50425344234,191190.95
te106,15042.183246557672,224927.28550344234,119984.734
te107,117423.44887155767,327308.55112844234,222366.0
te108,602723.1363715576,812608.2386284424,707665.7
te109,112767.29262155767,322652.39487844234,217709.84
te110,541677.0738715576,751562.1761284424,646619.6
te111,252271.98012155766,462157.08237844234,357214.53
te112,49157.27699655767,259042.37925344234,154099.83
te113,75118.05824655767,285003.16050344234,180060.61
te114,155602.93324655766,365488.03550344234,260545.48
te115,456901.69887155766,666786.8011284424,561844.25
te116,98139.74574655767,308024.84800344234,203082.3
te117,143841.15199655766,353726.25425344234,248783.7
te118,280491.88637155766,490376.98862844234,385434.44
te119,500017.63637155766,709902.7386284424,604960.2
te120,206763.98012155766,416649.08237844234,311706.53
te121,439586.26137155766,649471.3636284424,544528.8
te122,503992.38637155766,713877.4886284424,608934.94
te123,290100.76137155766,499985.86362844234,395043.3
te124,334788.32387155766,544673.4261284424,439730.88
te125,413950.69887155766,623835.8011284424,518893.25
te126,65570.38637155767,275455.48862844234,170512.94
te127,96140.33949655767,306025.44175344234,201082.89
te128,390319.48012155766,600204.5823784424,495262.03
te129,380588.35512155766,590473.4573784424,485530.9
te130,315124.54262155766,525009.6448784424,420067.1
te131,141071.93324655766,350957.03550344234,246014.48
te132,348670.41762155766,558555.5198784424,453612.97
te133,711013.5113715576,920898.6136284424,815956.06
te134,437546.19887155766,647431.3011284424,542488.75
te135,513747.82387155766,723632.9261284424,618690.4
te136,244340.23012155766,454225.33237844234,349282.78
te137,320350.79262155766,530235.8948784424,425293.34
te138,165987.73012155766,375872.83237844234,270930.28
te139,367780.94887155766,577666.0511284424,472723.5
te140,85875.16762155767,295760.26987844234,190817.72
te141,107448.12074655767,317333.22300344234,212390.67
te142,111192.88637155767,321077.98862844234,216135.44
te143,246358.88637155766,456243.98862844234,351301.44
te144,528399.0738715576,738284.1761284424,633341.6
te145,197683.85512155766,407568.95737844234,302626.4
te146,177088.29262155766,386973.39487844234,282030.84
te147,61439.76137155767,271324.86362844234,166382.31
te148,80631.15199655767,290516.25425344234,185573.7
te149,270064.35512155766,479949.45737844234,375006.9
te150,411300.85512155766,621185.9573784424,516243.4
te151,179817.35512155766,389702.45737844234,284759.9
te152,560914.1988715576,770799.3011284424,665856.75
te153,335362.41762155766,545247.5198784424,440304.97
te154,277491.04262155766,487376.14487844234,382433.6
te155,107585.40199655767,317470.50425344234,212527.95
te156,459756.63637155766,669641.7386284424,564699.2
te157,131643.33949655766,341528.44175344234,236585.89
te158,99006.73012155767,308891.83237844234,203949.28
te159,297648.07387155766,507533.17612844234,402590.62
te160,94494.37074655767,304379.47300344234,199436.92
te161,57907.41762155767,267792.51987844234,162849.97
te162,162679.32387155766,372564.42612844234,267621.88
te163,190837.73012155766,400722.83237844234,295780.28
te164,285946.54262155766,495831.64487844234,390889.1
te165,137240.91762155766,347126.01987844234,242183.47
te166,288068.94887155766,497954.05112844234,393011.5
te167,77218.85512155767,287103.95737844234,182161.4
te168,202232.63637155766,412117.73862844234,307175.2
